vehicle_id,make,model,trim,drivetrain,powertrain,year,condition,status,mileage,price,doc_fee_included,dealer_adjustment_included,comparable_key,source,date_collected,retail,notes,comparable_price_median,raw_discount,discount_pct,mileage_adjusted_discount_per_10k,confidence,value_label,used_comp_count,expected_used_price,expected_price_low,expected_price_high,market_discount,market_discount_pct,market_confidence,price_label
AVIS-007,Toyota,Prius,LE,Unspecified,Hybrid,2025,Used,available,21328,26699,Unknown,Unknown,Toyota|Prius|LE,Avis Car Sales,2026-07-21,Avis,"Avis screenshot price refresh; previously recorded at $26,899",30434.0,3735.0,12.3,5.77,Exact match (low sample),Good Value,0,,,,,,Manual review,Manual review
