vehicle_id,make,model,trim,drivetrain,powertrain,year,condition,status,mileage,price,doc_fee_included,dealer_adjustment_included,comparable_key,source,date_collected,retail,notes,comparable_price_median,raw_discount,discount_pct,mileage_adjusted_discount_per_10k,confidence,value_label,used_comp_count,expected_used_price,expected_price_low,expected_price_high,market_discount,market_discount_pct,market_confidence,price_label
AVIS-004,Honda,HR-V,Sport,Unspecified,Unspecified,2025,Used,available,27108,24749,Unknown,Unknown,Honda|HR-V|Sport,Avis Car Sales,2026-07-17,Avis,No Honda new-inventory benchmark loaded,,,,,No comparable found,Manual review,0,,,,,,Manual review,Manual review
AVIS-014,Honda,HR-V,LX,Unspecified,Unspecified,2025,Used,available,36585,22279,Unknown,Unknown,Honda|HR-V|LX,Avis Car Sales,2026-07-21,Avis,Avis Car Sales Irving; no Honda new-inventory benchmark loaded,,,,,No comparable found,Manual review,0,,,,,,Manual review,Manual review
