vehicle_id,make,model,trim,drivetrain,powertrain,year,condition,status,mileage,price,doc_fee_included,dealer_adjustment_included,comparable_key,source,date_collected,retail,notes,comparable_price_median,raw_discount,discount_pct,mileage_adjusted_discount_per_10k,confidence,value_label,used_comp_count,expected_used_price,expected_price_low,expected_price_high,market_discount,market_discount_pct,market_confidence,price_label
HZ-019,Toyota,4Runner,TRD Off-Road,Unspecified,Unspecified,2025,Used,available,30831,47353,Yes,Unknown,Toyota|4Runner|TRD Off-Road,Hertz Rent2Buy and In-Store,2026-07-21,Hertz,"Listed as ""4Runner TRD Off-Road SUV""; price refreshed from $46,499; Bedford TX In-Store; price includes dealer documentation fees; new benchmark trim is ""TRD Off-Road Premium"" -- no exact match",,,,,No comparable found,Manual review,0,,,,,,Manual review,Manual review
