vehicle_id,make,model,trim,drivetrain,powertrain,year,condition,status,mileage,price,doc_fee_included,dealer_adjustment_included,comparable_key,source,date_collected,retail,notes,comparable_price_median,raw_discount,discount_pct,mileage_adjusted_discount_per_10k,confidence,value_label,used_comp_count,expected_used_price,expected_price_low,expected_price_high,market_discount,market_discount_pct,market_confidence,price_label
HZ-031,Toyota,Tundra,SR5,Unspecified,Unspecified,2022,Used,available,43446,37995,Unknown,Unknown,Toyota|Tundra|SR5,Hertz Rent2Buy and In-Store,2026-07-21,Hertz,"Listed as ""Tundra SR5 3.5L V6 CrewMax""; Dallas TX Rent2Buy; no Tundra in new-inventory benchmark",,,,,No comparable found,Manual review,0,,,,,,Manual review,Manual review
